exp_ic	logreg_prob	gnb_prob	SVC_prob	rnd_clf_prob	voting_clf_prob
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0093	0.9999572042429073	0.9999999915204311	0.9999964510986954	1.0	0.9999855906049039
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0094	0.9999617249967822	0.9999999922101958	0.999998858721584	1.0	0.9999872034462541
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0095	0.999995740615738	0.9999999998823768	0.9999998739834635	1.0	0.9999985773053344
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0096	0.9998500581019626	0.9999994326003165	0.9999965183429976	1.0	0.9999498784149564
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0097	0.9999976802149736	0.9999999999387655	0.9999999931925404	1.0	0.9999992266430424
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0098	0.9980749530644851	0.9999991409573368	0.9999996215878575	1.0	0.9993583071867693
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0099	0.999747403153603	0.9999999940498211	0.9999999966929087	1.0	0.9999158010102706
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0100	0.9999987149483809	0.9999999999292797	0.9999998172901851	1.0	0.999999567170292
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0101	0.9998928321119464	0.999999982519155	0.9999999752568022	1.0	0.9999642769391516
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0102	0.9999982085333786	0.999999999784638	0.999999824099988	1.0	0.9999993985600408
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0103	0.9999976873916865	0.9999999996630926	0.9999999199867586	1.0	0.9999992274263733
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0104	0.9999399564589126	0.9999999631809907	0.9999998372095643	1.0	0.9999799815731579
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0105	0.9851068168131649	0.9998705888059575	0.9999964653401514	1.0	0.9950354621381982
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0106	0.9999980464523898	0.999999999617124	0.9999998268712894	1.0	0.9999993446119353
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0107	0.9999884033050146	0.999999998544519	0.9999964878827896	1.0	0.999995992038758
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0108	0.9999572172619383	0.9999999981110204	0.9999999934541081	1.0	0.9999857389963013
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0109	0.9913117827917458	0.9998809998922262	0.9999965018066351	0.975	0.9804371191946218
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0110	0.9966051422351617	0.9999960661345461	0.9999989814050471	1.0	0.9988683472879757
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0111	0.999995717146861	0.9999999995530171	0.999999974294004	1.0	0.9999985719310743
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0112	0.9999911175540696	0.9999999987246878	0.9999999966423629	1.0	0.9999970391430262
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0113	0.9999879694177329	0.9999999983742871	0.9999999836749208	1.0	0.9999959895406905
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0114	0.999966813783094	0.9999999854722469	0.999999802815476	1.0	0.9999889330305031
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0115	0.9999820515105757	0.9999999991346655	0.9999965281902261	1.0	0.9999938766841504
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0116	0.9999061288997318	0.9999999926707216	0.9999999927038037	1.0	0.9999687095299074
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0117	0.9999894651174374	0.9999999996154685	0.9999999731461379	1.0	0.9999964878975969
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0118	0.9999980722336189	0.9999999993107719	0.9999996351129743	1.0	0.9999993473477108
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0119	0.9999970258805149	0.9999999998310614	0.9999999210744542	1.0	0.9999990069497309
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0120	0.9994671116693299	0.9999093117217808	0.9999942991827087	1.0	0.9998221195863454
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0121	0.9999967929575424	0.999999992297239	0.9999979790349713	1.0	0.9999988563971854
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0122	0.9999946514869865	0.9999999998027836	0.9999875037372687	1.0	0.9999975886014588
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0123	0.9999787595479559	0.9999999993663451	0.9999999221293976	1.0	0.9999929181984166
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0124	0.9966120811168141	0.9999997484049297	0.9999965001268388	1.0	0.9988705518900102
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0125	0.9998891352599981	0.9999989438422947	0.999999907370219	1.0	0.9999630430639342
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0126	0.9999883046615079	0.9999999994502033	0.9999999899851634	1.0	0.9999961014041303
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0127	0.9999836042821756	0.9999999998481872	0.9613145309205037	1.0	0.9915417897318187
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0128	0.9999946700654585	0.9999999996827373	0.9999999480167554	1.0	0.9999982223263957
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0129	0.9999983892854718	0.9999999992042632	0.9999998999808709	1.0	0.999999460882325
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0130	0.999970251520138	0.9999999966060732	0.9999984623530093	1.0	0.99999002966775
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0131	0.9999947140272112	0.9999999977845172	0.9999999673847392	1.0	0.9999982374128845
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0132	0.9998177381753177	0.9999998404655258	0.9999964835735542	1.0	0.9999391034577526
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0133	0.9995819209089073	0.9999582791310194	0.9999965008199626	1.0	0.9998604985202344
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0134	0.9999523191900521	0.999999992751155	0.9999991215706132	1.0	0.9999840782614228
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0135	0.9980748106682419	0.9999888150757128	0.9999964647076575	1.0	0.9993581267265204
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0136	0.9999684389022809	0.9999999977027284	0.9999999983749768	1.0	0.9999894796162749
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0137	0.999964771096394	0.9999919726103067	0.9999965134568672	1.0	0.9999881158482974
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0138	0.9999951392377671	0.9999999988738698	0.9999999577056988	1.0	0.9999983789378127
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0139	0.9999985897174177	0.9999999999436575	0.9999998172123957	1.0	0.9999995254244057
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0140	0.9999957793372555	0.9999999996383888	0.999999913515432	1.0	0.999998591245832
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0141	0.9996164016352841	0.9999998682257195	0.9999997761810627	1.0	0.9998721281985089
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0142	0.9999911259802351	0.9999999992717666	0.9999999731881887	1.0	0.9999970415193996
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0143	0.9999999838744844	0.9999999999999859	0.9999964713039996	0.975	0.9749998514418138
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0144	0.9999971215119666	0.999999999731644	0.9999999802245906	1.0	0.9999990401720448
